"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","class"
0.213333,0.285714,0.295775,0.273973,0.291667,0.243243,0.216216,0.306667,0.175824,0.238095,0.333333,0.298851,0.322222,0.302083,0.377778,0.696629,0.705882,0.721519,0.453333,0.478873,0.390805,0.322581,0.25974,0.180723,0.613636,0.416667,0.435331,0.450161,0.458599,0.466238,0.466454,0.474843,0.45768,0.431611,0.405405,0.371429,0.351064,0.311856,0.286783,0.272277,0.269327,0.262626,0.283951,0.301235,0.302632,0.313889,0.322674,0.326409,0.329412,0.307692,0.265664,0.336336,0.674051,0.787879,0.708418,0.752856,0.226804,0.544061,0.939394,0.655707,0.736489,0.340909,0.541126,0.787879,0.582577,0.757844,0.43299,0.936203,0.85343,0.173333,0.309091,0.040678,0
0.173333,0.194805,0.169014,0.09589,0.069444,0.054054,0.108108,0.133333,0.208791,0.297619,0.390805,0.436782,0.477778,0.53125,0.5,0.505618,0.505882,0.468354,0.28,0.295775,0.241379,0.16129,0.12987,0.072289,0.488636,0.316667,0.312303,0.318328,0.321656,0.324759,0.325879,0.314465,0.297806,0.288754,0.345345,0.385714,0.420213,0.420103,0.42394,0.430693,0.436409,0.44697,0.464198,0.481481,0.468421,0.447222,0.436047,0.421365,0.402941,0.366154,0.443609,0.375375,0.474684,0.474747,0.949898,0.42002,0.194158,0.381226,0.151515,0.891498,0.64872,0.198485,0.419913,0.010101,0.432739,0.475481,0.257732,0.512911,0.572563,0.253333,0.6,0,0
0.093333,0.064935,0.056338,0.109589,0.083333,0.135135,0.094595,0.253333,0.263736,0.261905,0.321839,0.333333,0.388889,0.416667,0.433333,0.47191,0.411765,0.316456,0.2,0.126761,0.034483,0.021505,0.025974,0.048193,0.386364,0.233333,0.37224,0.356913,0.340764,0.334405,0.329073,0.349057,0.326019,0.340426,0.396396,0.422857,0.441489,0.451031,0.441397,0.440594,0.446384,0.462121,0.483951,0.501235,0.481579,0.438889,0.395349,0.362018,0.352941,0.316923,0.463659,0.387387,0.376582,0.353535,0.669677,0.171138,0.579038,0.256705,0.121212,0.646078,0.239334,0.487879,0.246753,0.070707,0.647172,0.139514,0.381443,0.48,0.648375,0.6,0.963636,0,0
0.053333,0.064935,0.056338,0.027397,0.027778,0.054054,0.094595,0.12,0.208791,0.333333,0.275862,0.126437,0.122222,0.166667,0.188889,0.269663,0.223529,0.227848,0.24,0.140845,0.103448,0.043011,0.012987,0.036145,0.238636,0.133333,0.312303,0.308682,0.299363,0.286174,0.290735,0.292453,0.30721,0.334347,0.375375,0.414286,0.43617,0.42268,0.418953,0.418317,0.426434,0.426768,0.439506,0.451852,0.431579,0.405556,0.383721,0.353116,0.358824,0.335385,0.423559,0.36036,0.436709,0.272727,0.492863,0.283408,0.702749,0.463602,0.030303,0.530766,0.275295,0.669697,0.480519,0.090909,0.569483,0.259351,0.608247,0.332152,0.496751,0.706667,0.636364,0,0
0.013333,0.038961,0.084507,0.054795,0.055556,0.108108,0.067568,0.08,0.142857,0.190476,0.195402,0.137931,0.133333,0.09375,0.3,0.303371,0.423529,0.455696,0.36,0.309859,0.206897,0.172043,0.12987,0.096386,0.340909,0.183333,0.33123,0.33119,0.318471,0.311897,0.313099,0.327044,0.319749,0.328267,0.408408,0.457143,0.486702,0.492268,0.483791,0.480198,0.483791,0.489899,0.48642,0.481481,0.457895,0.436111,0.436047,0.448071,0.455882,0.44,0.486216,0.408408,0.452532,0.414141,0.431984,0.394685,0.670103,0.415709,0.161616,0.586895,0.421983,0.612121,0.393939,0.040404,0.600384,0.374224,0.536082,0.534684,0.641155,0.666667,0.436364,0,1
0.08,0.064935,0.126761,0.178082,0.236111,0.175676,0.22973,0.266667,0.296703,0.47619,0.505747,0.413793,0.322222,0.260417,0.266667,0.269663,0.270588,0.468354,0.44,0.507042,0.344828,0.258065,0.220779,0.457831,0.409091,0.35,0.438486,0.418006,0.429936,0.437299,0.450479,0.455975,0.451411,0.458967,0.492492,0.528571,0.513298,0.476804,0.411471,0.358911,0.351621,0.378788,0.402469,0.444444,0.471053,0.486111,0.453488,0.442136,0.455882,0.455385,0.413534,0.429429,0.436709,0.484848,0.442179,0.513413,0.620275,0.417625,0.282828,0.511743,0.417107,0.575758,0.441558,0.090909,0.432739,0.475481,0.536082,0.614684,0.623827,0.613333,0.418182,0.130266,0
0.453333,0.649351,0.619718,0.589041,0.472222,0.486486,0.432432,0.413333,0.307692,0.321429,0.390805,0.436782,0.366667,0.28125,0.322222,0.337079,0.317647,0.253165,0.186667,0.140845,0.08046,0.043011,0.025974,0.036145,0.477273,0.383333,0.460568,0.44373,0.449045,0.456592,0.466454,0.471698,0.460815,0.446809,0.429429,0.405714,0.401596,0.371134,0.359102,0.373762,0.38404,0.393939,0.409877,0.444444,0.436842,0.408333,0.380814,0.362018,0.352941,0.341538,0.393484,0.396396,0.420886,0.909091,0.728809,0.559613,0.400344,0.333333,0.464646,0.465643,0.501346,0.366667,0.264069,0.131313,0.432739,0.475481,0.329897,0.777722,0.843321,0.4,0.2,0,0
0.053333,0.038961,0.014085,0.068493,0.083333,0.162162,0.189189,0.266667,0.285714,0.5,0.505747,0.54023,0.555556,0.385417,0.344444,0.449438,0.435294,0.506329,0.56,0.549296,0.37931,0.333333,0.311688,0.373494,0.477273,0.4,0.337539,0.33119,0.328025,0.318328,0.338658,0.367925,0.354232,0.355623,0.39039,0.437143,0.454787,0.445876,0.42394,0.415842,0.411471,0.40404,0.409877,0.424691,0.421053,0.430556,0.44186,0.465875,0.502941,0.526154,0.408521,0.393393,0.443038,0.252525,0.521662,0.491006,0.462199,0.490421,0.030303,0.470643,0.394149,0.459091,0.4329,0.141414,0.53963,0.361815,0.474227,0.342278,0.527076,0.506667,0.636364,0,0
0.426667,0.376623,0.352113,0.342466,0.375,0.418919,0.378378,0.373333,0.263736,0.416667,0.356322,0.413793,0.444444,0.3125,0.488889,0.516854,0.458824,0.316456,0.253333,0.422535,0.241379,0.16129,0.25974,0.204819,0.431818,0.416667,0.567823,0.594855,0.605096,0.620579,0.635783,0.647799,0.636364,0.610942,0.585586,0.545714,0.542553,0.512887,0.471322,0.438119,0.426434,0.44697,0.474074,0.506173,0.518421,0.533333,0.572674,0.605341,0.635294,0.655385,0.463659,0.543544,0.537975,0.575758,0.521662,0.491006,0.43299,0.544061,0.181818,0.556364,0.541853,0.459091,0.471861,0.434343,0.692388,0.504343,0.505155,0.585823,0.688087,0.426667,0.381818,0.019855,0
0.453333,0.311688,0.239437,0.328767,0.291667,0.540541,0.162162,0.053333,0.10989,0.095238,0.091954,0.448276,0.488889,0.46875,0.477778,0.561798,0.6,0.481013,0.28,0.126761,0.022989,0.010753,0.051948,0.048193,0.511364,0.316667,0.706625,0.726688,0.745223,0.762058,0.779553,0.716981,0.617555,0.589666,0.585586,0.605714,0.62766,0.636598,0.618454,0.616337,0.620948,0.623737,0.632099,0.639506,0.631579,0.583333,0.511628,0.495549,0.491176,0.476923,0.619048,0.621622,0.639241,0.858586,0.512089,0.813959,0.391753,0.536398,0.626263,0.720996,0.728769,0.472727,0.411255,0.868687,0.73551,0.741535,0.484536,0.906835,0.933574,0.28,0.290909,0.015981,0
0.053333,0.025974,0.014085,0.027397,0.083333,0.081081,0.040541,0.173333,0.252747,0.392857,0.298851,0.275862,0.222222,0.15625,0.044444,0.146067,0.070588,0.177215,0.306667,0.183099,0.149425,0.096774,0.155844,0.108434,0.295455,0.15,0.479495,0.466238,0.458599,0.446945,0.43131,0.433962,0.410658,0.455927,0.531532,0.554286,0.555851,0.541237,0.541147,0.539604,0.551122,0.563131,0.580247,0.592593,0.578947,0.575,0.578488,0.58457,0.602941,0.612308,0.561404,0.522523,0.588608,0.525253,0.694145,0.267014,0.441581,0.54023,0.020202,0.826679,0.548354,0.475758,0.467532,0.050505,0.432739,0.475481,0.494845,0.433924,0.732852,0.346667,0.581818,0,0
0.08,0.064935,0.112676,0.178082,0.097222,0.256757,0.216216,0.293333,0.384615,0.178571,0.402299,0.413793,0.477778,0.583333,0.711111,0.483146,0.564706,0.531646,0.52,0.338028,0.172414,0.075269,0.116883,0.156627,0.647727,0.366667,0.621451,0.62701,0.61465,0.62701,0.623003,0.625786,0.61442,0.577508,0.555556,0.528571,0.494681,0.443299,0.386534,0.35396,0.386534,0.305556,0.288889,0.328395,0.355263,0.363889,0.366279,0.362018,0.376471,0.387692,0.406015,0.444444,0.575949,0.242424,0.492572,0.389717,0.525773,0.478927,0.545455,0.561062,0.468915,0.54697,0.571429,0.888889,0.847416,0.646339,0.536082,0.617722,0.534296,0.44,0.618182,0.223729,0
0.186667,0.233766,0.140845,0.260274,0.25,0.22973,0.405405,0.64,0.582418,0.666667,0.724138,0.666667,0.677778,0.666667,0.644444,0.719101,0.705882,0.607595,0.346667,0.140845,0.149425,0.193548,0.402597,0.710843,0.636364,0.566667,0.40694,0.434084,0.43949,0.466238,0.485623,0.490566,0.485893,0.474164,0.468468,0.48,0.492021,0.489691,0.486284,0.477723,0.468828,0.472222,0.48642,0.51358,0.507895,0.444444,0.421512,0.448071,0.488235,0.473846,0.468672,0.459459,0.506329,0.606061,0.597728,0.669647,0.097938,0.570881,0.454545,0.465643,0.501346,0.186364,0.515152,0.363636,0.771473,0.719021,0.319588,0.578228,0.638267,0.146667,0.090909,0,0
0.573333,0.493506,0.422535,0.356164,0.25,0.202703,0.27027,0.48,0.428571,0.392857,0.367816,0.275862,0.288889,0.354167,0.266667,0.449438,0.4,0.291139,0.28,0.197183,0.126437,0.16129,0.324675,0.301205,0.397727,0.383333,0.44164,0.414791,0.394904,0.376206,0.367412,0.352201,0.326019,0.331307,0.33033,0.337143,0.375,0.389175,0.396509,0.408416,0.426434,0.444444,0.464198,0.481481,0.476316,0.447222,0.427326,0.430267,0.458824,0.464615,0.443609,0.393393,0.528481,0.232323,0.743956,0.255837,0.365979,0.51341,0.010101,0.825975,0.509955,0.390909,0.415584,0.060606,0.713513,0.608935,0.412371,0.309873,0.594946,0.373333,0.8,0,0
0.386667,0.415584,0.422535,0.424658,0.444444,0.486486,0.5,0.533333,0.406593,0.47619,0.448276,0.528736,0.455556,0.3125,0.433333,0.382022,0.447059,0.417722,0.386667,0.492958,0.356322,0.247312,0.285714,0.216867,0.443182,0.5,0.488959,0.488746,0.471338,0.466238,0.466454,0.468553,0.448276,0.416413,0.381381,0.348571,0.329787,0.335052,0.336658,0.346535,0.36409,0.366162,0.392593,0.404938,0.4,0.383333,0.360465,0.353116,0.358824,0.347692,0.370927,0.378378,0.506329,0.121212,0.447713,0.336811,0.524055,0.43295,0.212121,0.617191,0.544088,0.522727,0.307359,0.626263,0.432739,0.475481,0.474227,0.447595,0.553069,0.533333,0.709091,0,0
0.186667,0.12987,0.183099,0.273973,0.375,0.337838,0.202703,0.306667,0.351648,0.440476,0.402299,0.264368,0.288889,0.208333,0.222222,0.370787,0.458824,0.455696,0.346667,0.394366,0.287356,0.236559,0.285714,0.192771,0.375,0.35,0.350158,0.33119,0.33121,0.327974,0.338658,0.336478,0.30721,0.294833,0.321321,0.345714,0.361702,0.363402,0.361596,0.378713,0.389027,0.401515,0.404938,0.37037,0.365789,0.363889,0.360465,0.37092,0.376471,0.363077,0.398496,0.339339,0.462025,0.454545,0.271191,0.37382,0.536082,0.321839,0.747475,0.533584,0.430922,0.484848,0.402597,0.171717,0.620635,0.654848,0.453608,0.740253,0.658484,0.6,0.581818,0,0
0.306667,0.298701,0.323944,0.356164,0.375,0.337838,0.337838,0.373333,0.362637,0.392857,0.482759,0.494253,0.511111,0.541667,0.611111,0.573034,0.576471,0.64557,0.506667,0.408451,0.218391,0.236559,0.272727,0.26506,0.545455,0.5,0.362776,0.356913,0.378981,0.398714,0.408946,0.415094,0.398119,0.3769,0.36036,0.34,0.343085,0.324742,0.336658,0.336634,0.321696,0.328283,0.338272,0.355556,0.344737,0.336111,0.319767,0.323442,0.329412,0.316923,0.325815,0.33033,0.338608,0.414141,0.517623,0.326875,0.513746,0.279693,0.414141,0.514326,0.564202,0.419697,0.225108,0.30303,0.561627,0.673817,0.340206,0.589367,0.65704,0.573333,0.454545,0,0
0.333333,0.311688,0.295775,0.315068,0.305556,0.27027,0.216216,0.346667,0.384615,0.52381,0.609195,0.62069,0.633333,0.59375,0.555556,0.52809,0.541176,0.506329,0.44,0.267606,0.126437,0.064516,0.090909,0.036145,0.556818,0.45,0.33123,0.324759,0.324841,0.318328,0.316294,0.314465,0.291536,0.31003,0.363363,0.391429,0.396277,0.389175,0.381546,0.386139,0.394015,0.409091,0.42963,0.451852,0.447368,0.425,0.389535,0.356083,0.347059,0.326154,0.408521,0.354354,0.223101,0.676768,0.549082,0.202931,0.460481,0.061303,0.626263,0.495068,0.281593,0.283333,0,0.252525,0.458275,0.224074,0.134021,0.698734,0.789892,0.546667,0.454545,0,0
0.013333,0.038961,0.056338,0.027397,0.069444,0.054054,0.081081,0.04,0.131868,0.071429,0.126437,0.16092,0.166667,0.083333,0.244444,0.089888,0.129412,0.139241,0.12,0.380282,0.252874,0.139785,0.155844,0.060241,0.215909,0.1,0.321767,0.315113,0.312102,0.311897,0.303514,0.305031,0.285266,0.334347,0.438438,0.482857,0.492021,0.492268,0.486284,0.490099,0.501247,0.522727,0.54321,0.577778,0.55,0.483333,0.465116,0.451039,0.447059,0.427692,0.528822,0.426426,0.300633,0.525253,0.55986,0.251863,0.517182,0.400383,0.080808,0.445749,0.182852,0.445455,0.424242,0.070707,0.485335,0.053182,0.443299,0.4,0.532852,0.56,0.509091,0,0
0.013333,0.038961,0.028169,0.013699,0.041667,0.054054,0.067568,0.12,0.164835,0.380952,0.413793,0.425287,0.488889,0.416667,0.477778,0.494382,0.517647,0.493671,0.493333,0.309859,0.229885,0.139785,0.12987,0.048193,0.431818,0.283333,0.416404,0.40836,0.394904,0.385852,0.380192,0.371069,0.363636,0.440729,0.525526,0.582857,0.587766,0.572165,0.561097,0.55198,0.543641,0.542929,0.545679,0.550617,0.528947,0.505556,0.494186,0.495549,0.494118,0.470769,0.541353,0.483483,0.506329,0.353535,0.482668,0.373323,0.57732,0.536398,0.272727,0.409582,0.314913,0.590909,0.398268,0.181818,0.488827,0.327247,0.556701,0.598481,0.644043,0.546667,0.472727,0,0
0.093333,0.116883,0.183099,0.109589,0.125,0.175676,0.189189,0.24,0.164835,0.25,0.298851,0.252874,0.266667,0.291667,0.422222,0.52809,0.470588,0.443038,0.373333,0.352113,0.298851,0.225806,0.194805,0.108434,0.443182,0.3,0.470032,0.466238,0.484076,0.485531,0.488818,0.509434,0.510972,0.516717,0.555556,0.597143,0.595745,0.582474,0.573566,0.569307,0.55611,0.540404,0.545679,0.548148,0.534211,0.541667,0.540698,0.540059,0.541176,0.532308,0.556391,0.528529,0.648734,0.222222,0.547917,0.507948,0.554983,0.570881,0.191919,0.530531,0.479277,0.601515,0.380952,0.20202,0.440293,0.312001,0.556701,0.607595,0.706137,0.506667,0.436364,0,0
0.053333,0.038961,0.112676,0.246575,0.208333,0.189189,0.22973,0.2,0.175824,0.190476,0.16092,0.114943,0.333333,0.197917,0.055556,0.157303,0.247059,0.240506,0.44,0.619718,0.528736,0.408602,0.506494,0.46988,0.431818,0.283333,0.539432,0.559486,0.570064,0.581994,0.591054,0.603774,0.592476,0.574468,0.546547,0.528571,0.56117,0.572165,0.573566,0.561881,0.541147,0.527778,0.525926,0.54321,0.539474,0.519444,0.5,0.504451,0.514706,0.501538,0.548872,0.540541,0.582278,0.252525,0.509176,0.496026,0.542955,0.517241,0.30303,0.49953,0.477448,0.577273,0.30303,0.585859,0.568261,0.314129,0.525773,0.654177,0.726354,0.493333,0.472727,0.001453,0
0.573333,0.493506,0.492958,0.520548,0.569444,0.432432,0.418919,0.506667,0.483516,0.5,0.367816,0.356322,0.377778,0.3125,0.288889,0.359551,0.329412,0.265823,0.36,0.253521,0.16092,0.204301,0.181818,0.13253,0.420455,0.433333,0.485804,0.475884,0.490446,0.491961,0.492013,0.493711,0.467085,0.440729,0.426426,0.414286,0.422872,0.414948,0.406484,0.413366,0.418953,0.426768,0.439506,0.461728,0.457895,0.436111,0.418605,0.424332,0.429412,0.4,0.423559,0.429429,0.481013,0.777778,0.47393,0.380775,0.582474,0.425287,0.393939,0.584782,0.457944,0.560606,0.290043,0.414141,0.569134,0.346924,0.484536,0.773671,0.850542,0.573333,0.6,0,0
0.213333,0.220779,0.169014,0.136986,0.208333,0.148649,0.135135,0.24,0.307692,0.309524,0.321839,0.310345,0.3,0.333333,0.344444,0.224719,0.176471,0.164557,0.333333,0.422535,0.264368,0.215054,0.155844,0.156627,0.272727,0.266667,0.410095,0.405145,0.394904,0.369775,0.361022,0.349057,0.335423,0.337386,0.351351,0.34,0.348404,0.345361,0.356608,0.366337,0.371571,0.378788,0.4,0.42963,0.407895,0.4,0.406977,0.424332,0.444118,0.449231,0.378446,0.366366,0.414557,0.555556,0.539179,0.414307,0.611684,0.398467,0.505051,0.619775,0.385412,0.55303,0.372294,0.171717,0.547486,0.369083,0.474227,0.697722,0.67148,0.653333,0.6,0,0
0.28,0.441558,0.422535,0.39726,0.402778,0.432432,0.445946,0.44,0.395604,0.47619,0.482759,0.413793,0.422222,0.458333,0.4,0.52809,0.541176,0.544304,0.253333,0.408451,0.287356,0.365591,0.467532,0.506024,0.454545,0.516667,0.466877,0.456592,0.455414,0.450161,0.447284,0.437107,0.404389,0.3769,0.351351,0.322857,0.305851,0.275773,0.221945,0.170792,0.149626,0.143939,0.187654,0.214815,0.231579,0.230556,0.235465,0.275964,0.311765,0.323077,0.283208,0.279279,0.474684,0.545455,0.595106,0.44461,0.618557,0.3659,0.636364,0.693753,0.426859,0.563636,0.311688,0.191919,0.576641,0.359865,0.474227,0.75038,0.759567,0.68,0.527273,0.273123,0
0.466667,0.38961,0.394366,0.39726,0.388889,0.283784,0.283784,0.28,0.21978,0.261905,0.252874,0.333333,0.444444,0.354167,0.211111,0.202247,0.317647,0.164557,0.373333,0.338028,0.229885,0.215054,0.194805,0.192771,0.363636,0.333333,0.353312,0.363344,0.375796,0.385852,0.396166,0.402516,0.39185,0.3769,0.348348,0.331429,0.340426,0.340206,0.354115,0.35396,0.354115,0.356061,0.37037,0.395062,0.405263,0.413889,0.427326,0.430267,0.438235,0.443077,0.353383,0.363363,0.493671,0.959596,0.420041,0.623199,0.501718,0.360153,1,0.437764,0.552011,0.484848,0.380952,0.868687,0.413408,0.591739,0.443299,0.902785,0.845487,0.546667,0.309091,0.062954,0
0.186667,0.194805,0.197183,0.232877,0.277778,0.202703,0.135135,0.12,0.076923,0.142857,0.149425,0.252874,0.4,0.375,0.288889,0.258427,0.329412,0.291139,0.266667,0.352113,0.195402,0.268817,0.246753,0.084337,0.318182,0.25,0.470032,0.482315,0.493631,0.501608,0.507987,0.506289,0.498433,0.480243,0.456456,0.414286,0.388298,0.363402,0.346633,0.339109,0.339152,0.348485,0.365432,0.390123,0.397368,0.388889,0.392442,0.412463,0.426471,0.409231,0.345865,0.402402,0.598101,0.636364,0.521662,0.491006,0.271478,0.440613,0.525253,0.470174,0.466071,0.327273,0.290043,0.727273,0.524791,0.585889,0.329897,0.84962,0.915523,0.266667,0.109091,0.015981,0
0.013333,0.025974,0.112676,0.041096,0.027778,0.081081,0.054054,0.146667,0.318681,0.369048,0.390805,0.402299,0.177778,0.229167,0.233333,0.157303,0.152941,0.113924,0.013333,0.126761,0.126437,0.16129,0.168831,0.156627,0.318182,0.166667,0.391167,0.369775,0.359873,0.360129,0.364217,0.358491,0.347962,0.3769,0.411411,0.425714,0.425532,0.399485,0.399002,0.398515,0.386534,0.388889,0.409877,0.434568,0.428947,0.433333,0.43314,0.436202,0.455882,0.446154,0.388471,0.387387,0.506329,0.626263,0.692397,0.440884,0.268041,0.377395,0.474747,0.736496,0.447989,0.283333,0.316017,0.20202,0.589385,0.412693,0.298969,0.745316,0.788448,0.28,0.509091,0.001453,0
0.013333,0.038961,0.084507,0.054795,0.013889,0.054054,0.054054,0.173333,0.208791,0.107143,0.022989,0.114943,0.122222,0.15625,0.133333,0.157303,0.117647,0.025316,0.04,0.098592,0.034483,0.064516,0.064935,0.024096,0.136364,0.05,0.438486,0.424437,0.410828,0.40836,0.402556,0.396226,0.37931,0.428571,0.483483,0.488571,0.507979,0.510309,0.503741,0.509901,0.513716,0.530303,0.555556,0.587654,0.592105,0.572222,0.537791,0.52819,0.535294,0.507692,0.538847,0.483483,0.518987,0.40404,0.666181,0.439891,0.372852,0.39272,0.353535,0.704086,0.473182,0.378788,0.385281,0.575758,0.778631,0.524375,0.371134,0.64,0.67148,0.36,0.6,0,0
0.026667,0.051948,0.028169,0.013699,0.041667,0.027027,0.013514,0.16,0.175824,0.238095,0.321839,0.275862,0.4,0.375,0.488889,0.505618,0.458824,0.468354,0.48,0.43662,0.287356,0.268817,0.324675,0.301205,0.420455,0.3,0.504732,0.504823,0.496815,0.488746,0.479233,0.471698,0.448276,0.495441,0.573574,0.585714,0.593085,0.590206,0.586035,0.574257,0.551122,0.54798,0.562963,0.565432,0.552632,0.525,0.523256,0.545994,0.570588,0.587692,0.561404,0.534535,0.537975,0.515152,0.583455,0.340785,0.505155,0.425287,0.343434,0.679192,0.342341,0.49697,0.437229,0.030303,0.670915,0.244992,0.463918,0.604557,0.704693,0.44,0.6,0,0
0.306667,0.155844,0.225352,0.205479,0.236111,0.243243,0.256757,0.306667,0.32967,0.47619,0.471264,0.448276,0.5,0.5,0.511111,0.52809,0.541176,0.56962,0.573333,0.591549,0.448276,0.387097,0.441558,0.39759,0.454545,0.5,0.630915,0.649518,0.66242,0.675241,0.690096,0.707547,0.702194,0.68693,0.675676,0.665714,0.646277,0.618557,0.598504,0.581683,0.578554,0.583333,0.592593,0.609877,0.621053,0.641667,0.665698,0.688427,0.720588,0.747692,0.578947,0.645646,0.639241,0.262626,0.608506,0.698708,0.513746,0.570881,0.161616,0.588539,0.510768,0.575758,0.571429,0.020202,0.594448,0.417834,0.587629,0.536709,0.599278,0.426667,0.472727,0,0
0.506667,0.415584,0.450704,0.438356,0.458333,0.513514,0.445946,0.373333,0.252747,0.392857,0.367816,0.344828,0.366667,0.364583,0.322222,0.359551,0.258824,0.303797,0.306667,0.450704,0.344828,0.387097,0.428571,0.301205,0.340909,0.45,0.791798,0.810289,0.799363,0.81672,0.830671,0.833333,0.811912,0.787234,0.771772,0.725714,0.691489,0.675258,0.663342,0.64604,0.625935,0.628788,0.637037,0.65679,0.671053,0.672222,0.677326,0.697329,0.711765,0.723077,0.634085,0.720721,0.718354,0.818182,0.66822,0.822404,0.532646,0.735632,0.222222,0.589948,0.682852,0.65,0.506494,0.333333,0.507507,0.393547,0.680412,0.794937,0.924188,0.4,0.454545,0.002421,0
0.226667,0.116883,0.225352,0.232877,0.25,0.310811,0.324324,0.333333,0.241758,0.327214,0.344828,0.344828,0.288889,0.25,0.255556,0.460674,0.482353,0.493671,0.386667,0.295775,0.172414,0.204301,0.272727,0.325301,0.397727,0.333333,0.760252,0.787781,0.796178,0.810289,0.814696,0.814465,0.799373,0.765957,0.738739,0.640724,0.659574,0.621134,0.600998,0.601485,0.628429,0.618687,0.622222,0.634568,0.642105,0.638889,0.645349,0.670623,0.708824,0.741538,0.626566,0.696697,0.822785,0.383838,0.709875,0.728266,0.623711,0.716475,0.40404,0.57985,0.627997,0.754545,0.549784,0.626263,0.52898,0.497252,0.762887,0.760506,0.766787,0.44,0.545455,0,0
0.333333,0.324675,0.309859,0.383562,0.333333,0.337838,0.324324,0.28,0.32967,0.404762,0.505747,0.37931,0.488889,0.489583,0.488889,0.438202,0.494118,0.468354,0.426667,0.464789,0.448276,0.397849,0.558442,0.518072,0.443182,0.5,0.776025,0.800643,0.812102,0.832797,0.830671,0.823899,0.811912,0.784195,0.768769,0.74,0.718085,0.693299,0.678304,0.665842,0.658354,0.641414,0.632099,0.646914,0.655263,0.672222,0.694767,0.718101,0.741176,0.756923,0.656642,0.72973,0.702532,0.646465,0.538013,0.695479,0.659794,0.735632,0.262626,0.536402,0.523364,0.784848,0.597403,0.141414,0.528108,0.333097,0.783505,0.740253,0.794224,0.493333,0.563636,0,0
0.48,0.428571,0.394366,0.30137,0.291667,0.378378,0.364865,0.48,0.461538,0.595238,0.666667,0.712644,0.655556,0.635417,0.655556,0.674157,0.611765,0.632911,0.72,0.788732,0.597701,0.537634,0.649351,0.638554,0.625,0.7,0.776025,0.787781,0.77707,0.771704,0.766773,0.779874,0.77116,0.759878,0.750751,0.734286,0.712766,0.685567,0.663342,0.653465,0.63591,0.606061,0.607407,0.624691,0.644737,0.661111,0.68314,0.697329,0.720588,0.741538,0.641604,0.705706,0.71519,0.444444,0.498107,0.694734,0.69244,0.758621,0.131313,0.410991,0.534132,0.798485,0.649351,0.313131,0.313024,0.312356,0.835052,0.602532,0.703249,0.533333,0.545455,0,0
0.653333,0.636364,0.591549,0.410959,0.208333,0.121622,0.081081,0.2,0.318681,0.440476,0.528736,0.528736,0.533333,0.520833,0.544444,0.516854,0.482353,0.455696,0.44,0.492958,0.356322,0.354839,0.467532,0.457831,0.477273,0.533333,0.776025,0.797428,0.802548,0.81672,0.808307,0.792453,0.755486,0.756839,0.762763,0.737143,0.720745,0.685567,0.65586,0.65099,0.633416,0.621212,0.617284,0.632099,0.647368,0.652778,0.677326,0.703264,0.735294,0.763077,0.639098,0.714715,0.775316,0.373737,0.510632,0.796821,0.661512,0.743295,0.10101,0.426961,0.696262,0.774242,0.65368,0.292929,0.292249,0.533593,0.824742,0.589367,0.711913,0.506667,0.454545,0,0
0.506667,0.467532,0.507042,0.534247,0.416667,0.378378,0.405405,0.453333,0.417582,0.52381,0.597701,0.517241,0.555556,0.541667,0.477778,0.505618,0.541176,0.531646,0.466667,0.450704,0.356322,0.268817,0.480519,0.409639,0.5,0.583333,0.794953,0.813505,0.818471,0.823151,0.827476,0.823899,0.808777,0.778116,0.765766,0.745714,0.731383,0.708763,0.688279,0.678218,0.668329,0.659091,0.65679,0.661728,0.665789,0.675,0.688953,0.712166,0.741176,0.769231,0.666667,0.735736,0.708861,0.484848,0.539179,0.707899,0.676976,0.724138,0.171717,0.409582,0.557497,0.778788,0.627706,0.484848,0.363827,0.543343,0.804124,0.646076,0.707581,0.52,0.509091,0,0
0.386667,0.402597,0.394366,0.342466,0.388889,0.378378,0.391892,0.426667,0.362637,0.440476,0.448276,0.482759,0.488889,0.458333,0.533333,0.52809,0.494118,0.455696,0.48,0.521127,0.390805,0.365591,0.558442,0.46988,0.465909,0.533333,0.810726,0.829582,0.834395,0.842444,0.837061,0.827044,0.811912,0.781155,0.75976,0.731429,0.715426,0.701031,0.685786,0.685644,0.67581,0.661616,0.661728,0.661728,0.676316,0.688889,0.712209,0.738872,0.761765,0.787692,0.674185,0.744745,0.721519,0.838384,0.553452,0.703924,0.642612,0.789272,0.121212,0.403476,0.539415,0.751515,0.649351,0.222222,0.426851,0.50062,0.793814,0.697215,0.838267,0.48,0.436364,0,0
