"att1","att2","att3","att4","att5","att6","att7","att8","att9","att10","att11","att12","att13","att14","att15","att16","att17","att18","att19","class"
0.3913,0.41667,9,0,0,0.05513,0.00091,0.03602,0.00059,0.13891,0.14425,0.16495,0.106,0.82649,0.28941,0.33207,0.16495,0.3917,0.24556,2
0.14625,0.39583,9,0,0,0.07605,0.00254,0.0472,0.00227,0.13943,0.14587,0.16642,0.10444,0.83396,0.29412,0.31689,0.16642,0.40815,0.24956,2
0.08696,0.3125,9,0,0,0.03042,0.00066,0.03851,0.00094,0.12962,0.13533,0.15611,0.09587,0.83209,0.28941,0.32638,0.15611,0.41792,0.25227,2
0.37549,0.30417,9,0,0,0.05133,0.00129,0.03602,0.00165,0.16628,0.1718,0.19882,0.12627,0.81903,0.32706,0.27894,0.19882,0.39879,0.24264,2
0.57312,0.25417,9,0,0,0.03232,0.00051,0.03727,0.00042,0.1828,0.17342,0.2349,0.1364,0.71082,0.42471,0.2315,0.2349,0.45093,0.20755,2
0.15415,0.25833,9,0.33333,0,0.04753,0.00109,0.03602,0.00181,0.14382,0.14425,0.17747,0.10756,0.79104,0.32706,0.3074,0.17747,0.42697,0.22978,2
0.1502,0.20417,9,0.33333,0,0.05323,0.00115,0.05466,0.0014,0.15776,0.15559,0.19882,0.11613,0.76866,0.36588,0.26755,0.19882,0.44664,0.22408,2
0.03162,0.3375,9,0,0,0.04753,0.00244,0.0559,0.00063,0.13297,0.13695,0.15979,0.10055,0.81903,0.29176,0.33586,0.15979,0.40102,0.24738,2
0.37945,0.275,9,0,0.5,0.04183,0.00187,0.09938,0.00473,0.17557,0.17585,0.21429,0.13406,0.77985,0.35882,0.26755,0.21429,0.40762,0.22947,2
0.53755,0.34583,9,0.66667,0,0.05703,0.00081,0.08199,0.00208,0.14795,0.15073,0.18115,0.1099,0.80597,0.32588,0.29412,0.18115,0.42781,0.23789,2
0.01581,0.3375,9,0,0,0.04563,0.00049,0.04845,0.00092,0.13039,0.13695,0.15758,0.09509,0.83769,0.29294,0.31499,0.15758,0.42886,0.25113,2
0.26877,0.3375,9,0.33333,0,0.06464,0.00456,0.04472,0.00074,0.13504,0.14749,0.15464,0.1021,0.87687,0.25765,0.33207,0.15464,0.37657,0.27464,2
0.33202,0.1875,9,0,0,0.04563,4e-04,0.02857,0.00133,0.18435,0.17018,0.23859,0.1403,0.67724,0.43529,0.24858,0.23859,0.44279,0.19826,2
0.1581,0.20833,9,0,0,0.07034,0.00159,0.03478,0.0014,0.15156,0.1483,0.19072,0.11302,0.76306,0.35529,0.29032,0.19072,0.43704,0.2194,2
0.37154,0.19167,9,0,0,0.06274,0.00344,0.0472,0.00124,0.18332,0.1799,0.22828,0.13874,0.75187,0.39059,0.24478,0.22828,0.42569,0.21911,2
0.47431,0.425,9,0,0,0.05894,0.00154,0.06584,0.0011,0.14123,0.14587,0.16863,0.10756,0.8209,0.29647,0.32638,0.16863,0.39659,0.24486,2
0.33202,0.375,9,0,0,0.04563,0.0013,0.02857,0.00088,0.14846,0.15478,0.17747,0.11146,0.83022,0.30588,0.30171,0.17747,0.40479,0.2494,2
0.51383,0.3125,9,0,0,0.04753,0.00123,0.03727,0.00186,0.16938,0.1718,0.20766,0.12627,0.79664,0.35529,0.25617,0.20766,0.4246,0.23391,2
0.47826,0.39583,9,0.33333,0,0.05513,6e-04,0.03602,0.00197,0.1606,0.16045,0.19809,0.12081,0.78172,0.34941,0.28083,0.19809,0.42335,0.22636,2
0.26087,0.20833,9,0,0,0.03612,0.00051,0.01863,0.00028,0.1655,0.16532,0.20324,0.12549,0.77985,0.35176,0.27894,0.20324,0.41575,0.22551,2
0.25296,0.17917,9,0,0,0.06084,0.00169,0.06087,0.00312,0.17144,0.16613,0.21576,0.12938,0.74254,0.38471,0.26376,0.21576,0.43217,0.21546,2
0.33597,0.2625,9,0.33333,0,0.04563,0.00157,0.01491,1e-04,0.15621,0.15802,0.19146,0.11691,0.79664,0.33765,0.28463,0.19146,0.42221,0.23461,2
0.55336,0.325,9,0,0,0.04373,0.0015,0.03727,0.00266,0.16654,0.16856,0.20177,0.12705,0.79478,0.34,0.28273,0.20177,0.40502,0.2317,2
0.26877,0.2625,9,0.66667,0,0.13308,0.01002,0.04845,0.00179,0.16447,0.16451,0.2025,0.12393,0.78172,0.35294,0.27514,0.2025,0.42025,0.23127,2
0.06324,0.22083,9,0,0,0.04943,0.00137,0.03727,0.00103,0.13168,0.12804,0.16642,0.09821,0.76679,0.32941,0.32827,0.16642,0.44109,0.21634,2
0.01581,0.375,9,0,0,0.07985,0.00233,0.03975,0.00044,0.118,0.13371,0.13181,0.08807,0.90485,0.22588,0.35484,0.13402,0.37685,0.30773,2
0.30435,0.40417,9,0,0,0.02852,0.00044,0.03602,0.00085,0.11929,0.13857,0.13181,0.0873,0.9291,0.22,0.33966,0.13255,0.37884,0.31472,2
0.49802,0.45833,9,0,0,0.05703,0.00081,0.04472,0.00176,0.16112,0.15802,0.19956,0.12315,0.76119,0.35412,0.29412,0.19956,0.41552,0.21882,2
0.27668,0.32917,9,0,0,0.09506,0.00209,0.11429,0.00236,0.15776,0.16045,0.19293,0.11769,0.80224,0.33765,0.27894,0.19293,0.42049,0.2387,2
0.09091,0.19583,9,0,0,0.03042,0.00016,0.03106,0.00165,0.14588,0.14587,0.18115,0.10834,0.78731,0.33529,0.29791,0.18115,0.43474,0.22817,2
0.01186,0.31667,9,0.33333,0,0.09506,0.00312,0.06087,0.00316,0.12084,0.1329,0.13918,0.08963,0.87873,0.24824,0.34535,0.13991,0.39173,0.28973,2
0.58498,0.44167,9,0.66667,0,0.02852,0.00026,0.02236,0.00032,0.14795,0.15397,0.17452,0.1138,0.82836,0.29412,0.32258,0.17452,0.38263,0.24673,2
0.3083,0.19167,9,0,0,0.05894,0.00163,0.04348,0.00142,0.18694,0.17504,0.24006,0.14186,0.69216,0.43059,0.24099,0.24006,0.44051,0.20255,2
0.083,0.20417,9,0,0,0.01711,3e-04,0.02857,0.00053,0.13891,0.141,0.17084,0.10288,0.8041,0.31765,0.3093,0.17084,0.43048,0.23405,2
0.39526,0.25417,9,0,0,0.08555,0.00478,0.03975,0.00454,0.18461,0.1718,0.23711,0.14108,0.68657,0.42706,0.25237,0.23711,0.4369,0.20112,2
0.24901,0.2625,9,0,0,0.04563,0.00058,0.03106,0.00065,0.14743,0.15316,0.1782,0.10912,0.82649,0.31412,0.29222,0.1782,0.4192,0.25013,2
0.54941,0.4375,9,0,0,0.03232,0.00029,0.01988,5e-05,0.15414,0.15559,0.1863,0.11847,0.79478,0.32235,0.3112,0.1863,0.39845,0.23064,2
0.07905,0.175,9,0,0,0.03042,0.00052,0.02609,0.00031,0.15027,0.15235,0.18189,0.11458,0.80037,0.31882,0.3112,0.18189,0.40414,0.23201,2
0.09881,0.23333,9,0.33333,0,0.03422,9e-04,0.05466,0.0023,0.13943,0.14263,0.17158,0.1021,0.81157,0.31882,0.29981,0.17158,0.43694,0.23855,2
0.3083,0.35,9,0,0,0.05703,0.00376,0.0559,0.00519,0.14717,0.15397,0.17378,0.11224,0.83396,0.29412,0.31689,0.17378,0.38836,0.24991,2
0.29249,0.2,9,0,0,0.03612,0.00078,0.06584,0.00184,0.1748,0.16288,0.22754,0.13016,0.6959,0.42588,0.24478,0.22754,0.45943,0.20277,2
0.37945,0.3125,9,0.33333,0,0.05133,0.00084,0.0795,0.00156,0.16602,0.17018,0.20029,0.12549,0.8097,0.33529,0.27514,0.20029,0.40554,0.24101,2
0.02372,0.42917,9,0,0,0.03992,8e-04,0.0472,0.00092,0.10121,0.1175,0.1134,0.07249,0.91418,0.21412,0.36433,0.11561,0.40864,0.31307,2
0.01186,0.12083,9,0,0,0.04563,0.00273,0.02484,0.00153,0.1198,0.11426,0.15464,0.08807,0.75746,0.32706,0.34156,0.15464,0.46306,0.21162,2
0.26482,0.44167,9,0,0,0.01521,0.00021,0.03602,0.00155,0.13865,0.15073,0.15979,0.10444,0.87313,0.26588,0.32258,0.15979,0.38128,0.27265,2
0.57708,0.24167,9,0,0,0.07034,0.00293,0.04224,0.00185,0.17893,0.17099,0.22828,0.13406,0.72201,0.41059,0.24288,0.22828,0.44486,0.21032,2
0.52569,0.3875,9,0,0,0.08175,0.00186,0.05963,0.00256,0.15182,0.15235,0.18778,0.11302,0.78918,0.34,0.28843,0.18778,0.4304,0.23074,2
0.32806,0.16667,9,0,0,0.06084,0.00164,0.05963,0.00064,0.17945,0.16532,0.2327,0.1364,0.6791,0.42941,0.25617,0.2327,0.44612,0.19661,2
0.03557,0.20833,9,0.33333,0,0.07605,0.00321,0.06957,0.00518,0.1322,0.13614,0.16053,0.09821,0.81903,0.29882,0.32448,0.16053,0.41952,0.24392,2
0.47036,0.40417,9,0.33333,0,0.02091,0.00065,0.02112,0.00011,0.15285,0.15316,0.18704,0.11613,0.78731,0.33176,0.30361,0.18704,0.41213,0.22842,2
0.5336,0.275,9,0.66667,0,0.06464,0.00151,0.06832,0.00405,0.1841,0.17909,0.22828,0.14186,0.74067,0.38706,0.26186,0.22828,0.41322,0.2141,2
0.56917,0.375,9,0.33333,0,0.01901,0.00012,0.03602,0.00043,0.15647,0.15721,0.19367,0.11613,0.78918,0.34706,0.27704,0.19367,0.43282,0.22997,2
0.02767,0.37917,9,0,0,0.06464,0.00187,0.04348,0.00235,0.12497,0.13533,0.14507,0.09353,0.86567,0.25765,0.34345,0.14507,0.39033,0.26813,2
0.26877,0.29167,9,0,0,0.06274,0.00223,0.04099,0.00073,0.13839,0.1483,0.16348,0.1021,0.85821,0.28471,0.3074,0.16348,0.41031,0.26387,2
0.26087,0.22083,9,0,0,0.07224,0.00214,0.05342,0.00248,0.15673,0.16045,0.19146,0.11613,0.8097,0.33529,0.27514,0.19146,0.42692,0.23814,2
0.35178,0.375,9,0.33333,0,0.03042,0.00039,0.03851,0.00136,0.13994,0.1483,0.16568,0.10444,0.84701,0.28824,0.31309,0.16568,0.40404,0.25586,2
0.49012,0.1875,9,0,0,0.09125,0.00367,0.06087,0.00114,0.19959,0.19044,0.24963,0.15511,0.70709,0.41882,0.24478,0.24963,0.41394,0.20553,2
0.16206,0.1875,9,0,0,0.03612,0.00096,0.02981,0.00115,0.15853,0.15397,0.20029,0.11847,0.75187,0.36941,0.27894,0.20029,0.44071,0.21568,2
0.03953,0.40417,9,0,0,0.04563,0.00081,0.03106,0.00069,0.12316,0.13857,0.13991,0.09041,0.90112,0.24118,0.33397,0.13991,0.38876,0.29245,2
0.26877,0.26667,9,0.33333,0,0.07224,0.00142,0.03354,0.00159,0.15853,0.16045,0.1944,0.11847,0.79664,0.34118,0.27894,0.1944,0.4235,0.23542,2
0.00395,0.1375,9,0,0,0.07414,0.00241,0.05342,0.0011,0.13065,0.12642,0.16716,0.09587,0.76306,0.33765,0.31879,0.16716,0.45768,0.21664,2
0.54545,0.3125,9,0.33333,0,0.04943,0.00128,0.02733,0.00095,0.18461,0.17666,0.23196,0.14186,0.72015,0.40235,0.25806,0.23196,0.42149,0.20806,2
0.04743,0.38333,9,0,0,0.04753,6e-04,0.05093,0.00155,0.11257,0.12885,0.12666,0.08184,0.91045,0.22588,0.34915,0.12887,0.3989,0.30637,2
0.34783,0.325,9,0,0,0.05894,0.00293,0.06584,0.00351,0.15259,0.15559,0.18409,0.11613,0.80597,0.31882,0.3055,0.18409,0.40044,0.24054,2
0.37549,0.2875,9,0.33333,0,0.05323,0.0042,0.0559,0.00137,0.18125,0.17504,0.22828,0.13718,0.73321,0.4,0.24858,0.22828,0.43247,0.2133,2
0.08696,0.32083,9,0,0,0.06844,0.00323,0.06584,0.00075,0.14356,0.13695,0.18115,0.1099,0.74254,0.34588,0.32638,0.18115,0.4249,0.21136,2
0.09091,0.3,9,0,0,0.09506,0.00496,0.08075,0.00171,0.13065,0.13938,0.1539,0.09743,0.85261,0.27412,0.33017,0.15464,0.39993,0.26648,2
0.34783,0.175,9,0,0,0.07224,0.00173,0.06335,0.00217,0.18874,0.16613,0.25405,0.14108,0.61754,0.48941,0.22201,0.25405,0.47477,0.18579,2
0.37945,0.26667,9,0,0.5,0.06844,0.00193,0.08447,0.00598,0.17325,0.17504,0.20987,0.1325,0.79104,0.34824,0.27324,0.20987,0.40212,0.23359,2
0.35178,0.41667,9,0,0,0.05703,0.00148,0.02981,0.00074,0.12987,0.14425,0.14728,0.09743,0.89179,0.24588,0.33586,0.14728,0.37431,0.28714,2
0.09091,0.225,9,0,0,0.04183,0.00178,0.05217,0.0017,0.14511,0.14668,0.17747,0.10912,0.79851,0.32118,0.3093,0.17747,0.41942,0.23139,2
0.28458,0.38333,9,0,0,0.04373,0.00033,0.02484,0.00111,0.12781,0.14019,0.14948,0.09275,0.87873,0.26588,0.31689,0.14948,0.41031,0.27646,2
0.34387,0.32083,9,0,0,0.02852,0.00048,0.0646,0.00172,0.1544,0.15559,0.18851,0.11691,0.79291,0.33176,0.29791,0.18851,0.41331,0.23342,2
0.47431,0.20417,9,0,0,0.07795,0.00235,0.0646,0.00207,0.18642,0.1799,0.23343,0.14263,0.72948,0.40118,0.25047,0.23343,0.4223,0.21288,2
0.35573,0.43333,9,0.33333,0,0.05894,0.00145,0.08696,0.00204,0.13891,0.14992,0.15979,0.106,0.86567,0.26471,0.33207,0.15979,0.37532,0.26915,2
0.10277,0.2375,9,0,0,0.04753,0.0015,0.03975,0.00368,0.15053,0.14911,0.18851,0.11146,0.77612,0.34941,0.28653,0.18851,0.44035,0.22561,2
0.11067,0.37083,9,0,0,0.07605,0.00137,0.05963,0.00263,0.14382,0.15235,0.16937,0.10834,0.84701,0.28824,0.31309,0.16937,0.39433,0.25593,2
0.08696,0.425,9,0,0,0.02471,0.001,0.06211,0.00201,0.1025,0.1248,0.11193,0.07093,0.95522,0.20118,0.34345,0.1215,0.45136,0.34725,2
0.15415,0.30833,9,0.33333,0,0.03802,0.00052,0.0559,0.00047,0.14717,0.15154,0.17968,0.10834,0.81716,0.32235,0.28843,0.17968,0.42874,0.24178,2
0.11462,0.37917,9,0,0,0.04183,0.00012,0.02981,0.00058,0.14123,0.1483,0.16568,0.10834,0.83769,0.28235,0.33207,0.16568,0.38106,0.24999,2
0.3004,0.27917,9,0,0,0.07605,0.00236,0.04472,0.00423,0.17144,0.17504,0.20692,0.13016,0.8041,0.34235,0.26945,0.20692,0.40196,0.24069,2
0.37549,0.3375,9,0.33333,0,0.11407,0.003,0.03975,0.00047,0.15957,0.15883,0.19735,0.12003,0.77799,0.35059,0.28273,0.19735,0.42222,0.22857,2
0.57708,0.3375,9,0,0,0.03802,0.00043,0.03106,0.00162,0.16344,0.16613,0.19882,0.12315,0.80037,0.34,0.27704,0.19882,0.41436,0.23339,2
0.16206,0.2,9,0,0,0.06274,0.00353,0.04596,0.00062,0.15208,0.15154,0.19072,0.11146,0.78172,0.35294,0.27514,0.19072,0.44514,0.22888,2
0.00395,0.21667,9,0,0,0.04183,0.00057,0.03354,5e-04,0.126,0.12561,0.15685,0.09353,0.79104,0.30941,0.33586,0.15685,0.43502,0.22837,2
0.11858,0.39583,9,0,0,0.05513,0.00074,0.01615,0.00085,0.13323,0.14263,0.15685,0.09899,0.85634,0.27647,0.32258,0.15685,0.40322,0.26182,2
0.12648,0.3875,9,0.33333,0,0.05323,0.00097,0.06832,0.00364,0.14072,0.14749,0.16495,0.10834,0.83582,0.28118,0.33586,0.16495,0.38037,0.24994,2
0.31621,0.3625,9,0.33333,0,0.04183,0.00043,0.04224,0.00233,0.14562,0.15316,0.17158,0.11068,0.83955,0.29059,0.31689,0.17158,0.38915,0.25438,2
0.01976,0.32917,9,0,0,0.06654,6e-04,0.02981,0.00131,0.12626,0.13695,0.14654,0.09431,0.86754,0.25882,0.33966,0.14654,0.38846,0.27168,2
0.29644,0.29167,9,0.33333,0,0.06464,0.00169,0.02981,0.00173,0.15828,0.16288,0.19072,0.11925,0.8153,0.32471,0.28653,0.19072,0.4092,0.24131,2
0.56917,0.32917,9,0,0,0.03422,0.00058,0.04472,0.00029,0.17325,0.17261,0.21355,0.13094,0.77425,0.36588,0.26186,0.21355,0.4206,0.22466,2
0.52174,0.23333,9,0,0,0.04753,0.00141,0.0472,0.00089,0.18926,0.18314,0.23785,0.14341,0.73134,0.40941,0.23529,0.23785,0.42931,0.21418,2
0.31225,0.35,9,0,0,0.04183,0.00102,0.02112,4e-04,0.14924,0.15559,0.17673,0.1138,0.83022,0.29882,0.31309,0.17673,0.39044,0.24793,2
0.29249,0.4,9,0.33333,0,0.03992,0.00035,0.03975,0.00111,0.11645,0.13695,0.12887,0.0834,0.93843,0.21882,0.33207,0.13108,0.39931,0.32102,2
0.48221,0.3875,9,0,0,0.07795,0.00213,0.08944,0.00144,0.15285,0.14992,0.18999,0.11613,0.76493,0.34588,0.30361,0.18999,0.4214,0.22083,2
0.11462,0.1875,9,0,0,0.05323,0.00043,0.03354,0.00092,0.16525,0.16126,0.20766,0.12393,0.75373,0.37412,0.26945,0.20766,0.43596,0.21746,2
0.36759,0.23333,9,0,0,0.08745,0.00339,0.03478,0.00085,0.1655,0.16694,0.20398,0.12315,0.79104,0.35529,0.26186,0.20398,0.4299,0.23067,2
0.34783,0.4,9,0.33333,0,0.04943,0.00196,0.04224,0.00198,0.13168,0.14506,0.15169,0.09743,0.88433,0.25882,0.32258,0.15243,0.39466,0.2831,2
0.33597,0.32083,9,0.33333,0,0.07034,0.0019,0.03851,0.00245,0.14743,0.1564,0.17452,0.1099,0.84888,0.29647,0.29791,0.17452,0.40512,0.25713,2
0.25296,0.26667,9,0,0,0.02091,0.00033,0.01615,0.00014,0.14872,0.15397,0.17968,0.11068,0.82276,0.31529,0.29412,0.17968,0.41705,0.2441,2
0.58498,0.275,9,0,0,0.07224,0.00397,0.05466,0.00435,0.17067,0.17099,0.20913,0.12938,0.78172,0.35647,0.26945,0.20913,0.41574,0.22742,2
0.55336,0.2125,9,0,0,0.06464,0.00214,0.07578,0.0046,0.19081,0.17342,0.24963,0.14497,0.65299,0.45882,0.23529,0.24963,0.45031,0.19403,2
0.3834,0.3875,9,0,0,0.07605,0.00366,0.03354,0.00095,0.13039,0.14019,0.1539,0.09587,0.86007,0.27529,0.32068,0.1539,0.41001,0.26819,2
0.08696,0.18333,9,0,0,0.07605,0.0037,0.03975,0.00057,0.16344,0.15802,0.20619,0.12315,0.7444,0.37529,0.27704,0.20619,0.43507,0.21371,2
0.29249,0.26667,9,0,0,0.09696,0.00465,0.04969,0.00268,0.181,0.17018,0.23049,0.13874,0.70149,0.41176,0.26186,0.23049,0.42966,0.20289,2
0.34783,0.2375,9,0,0,0.13878,0.00307,0.05342,0.00088,0.12342,0.12885,0.15243,0.0873,0.83209,0.3,0.3093,0.15243,0.462,0.2485,2
0.14625,0.125,9,0.33333,0,0.06084,0.00169,0.03727,0.00128,0.15673,0.15154,0.19735,0.11847,0.74813,0.36353,0.29222,0.19735,0.43205,0.21363,2
0.29644,0.22083,9,0,0,0.07605,0.00554,0.0646,0.00313,0.16473,0.15883,0.20692,0.12549,0.74067,0.37294,0.28463,0.20692,0.42482,0.21614,2
0.09486,0.4375,9,0,0,0.03232,0.00015,0.10683,0.00223,0.11283,0.12399,0.13255,0.08106,0.875,0.25294,0.34156,0.14065,0.44719,0.31584,2
0.01976,0.16667,9,0,0,0.05703,0.00202,0.03602,0.00152,0.13659,0.13695,0.1701,0.10055,0.79291,0.32471,0.3093,0.1701,0.44286,0.2288,2
0.12253,0.14167,9,0,0,0.07795,0.0032,0.07329,0.00104,0.15285,0.14992,0.19072,0.11535,0.76493,0.34941,0.29791,0.19072,0.42817,0.21972,2
0.58498,0.22083,9,0,0,0.05133,0.00115,0.03106,0.00033,0.16783,0.16532,0.21134,0.12393,0.76306,0.38,0.25047,0.21134,0.44635,0.22148,2
0.11067,0.29167,9,0.33333,0,0.08935,0.00378,0.06087,0.00271,0.14278,0.14668,0.17305,0.10678,0.8153,0.31059,0.3093,0.17305,0.41266,0.2481,2
0.00395,0.3625,9,0,0,0.06844,0.00067,0.0236,4e-04,0.12187,0.13371,0.1377,0.09353,0.87687,0.23647,0.36622,0.1377,0.35672,0.28267,2
0.00395,0.325,9,0,0,0.04183,0.00178,0.05714,0.00252,0.1322,0.13695,0.15832,0.09977,0.82463,0.28824,0.33586,0.15832,0.40251,0.25181,2
0.33202,0.24583,9,0,0,0.04373,0.00074,0.04099,0.00083,0.16499,0.16775,0.19956,0.12549,0.80037,0.33647,0.28273,0.19956,0.40601,0.23412,2
0.27273,0.25,9,0.33333,0,0.07224,0.00182,0.06335,0.0015,0.15879,0.15964,0.19661,0.11769,0.78918,0.35059,0.27135,0.19661,0.43357,0.23104,2
0.26877,0.2,9,0,0,0.04373,0.00096,0.04596,0.00107,0.16628,0.16532,0.20471,0.12627,0.77425,0.35529,0.27894,0.20471,0.4153,0.22577,2
0.05138,0.22917,9,0,0,0.05323,0.00102,0.03354,0.00073,0.13013,0.13533,0.15906,0.09431,0.82836,0.30118,0.3112,0.15906,0.43785,0.24761,2
0.49802,0.45417,9,0.33333,0,0.05703,0.00085,0.07205,0.00291,0.16499,0.16126,0.20177,0.12938,0.7556,0.34706,0.3112,0.20177,0.39486,0.21477,2
0.13439,0.12917,9,0.33333,0,0.03612,0.00015,0.03106,0.00037,0.1575,0.14587,0.20619,0.11691,0.70336,0.40235,0.27514,0.20619,0.46275,0.20174,2
0.27273,0.20417,9,0,0,0.03232,0.00141,0.04845,0.00099,0.16576,0.1637,0.20545,0.12549,0.76679,0.36118,0.27704,0.20545,0.42082,0.22345,2
0.04348,0.1875,9,0.66667,0,0.04183,0.00021,0.02981,0.00074,0.13839,0.14182,0.16863,0.10288,0.81343,0.30941,0.31309,0.16863,0.42269,0.23872,2
0.58498,0.3375,9,0,0,0.04183,0.00057,0.05217,0.00276,0.16499,0.16856,0.20103,0.12315,0.80597,0.34353,0.26565,0.20103,0.42097,0.23611,2
0.31225,0.4375,9,0,0,0.05133,0.00165,0.03478,0.00063,0.1513,0.15478,0.18262,0.11458,0.8097,0.31765,0.30361,0.18262,0.40736,0.23703,2
0.3834,0.45,9,0.66667,0,0.04943,0.00052,0.05714,0.00403,0.15053,0.15559,0.18115,0.11302,0.8209,0.31412,0.29791,0.18115,0.40821,0.24598,2
0.13439,0.35417,9,0.33333,0,0.07224,0.00102,0.06335,0.00278,0.15156,0.15154,0.18409,0.11691,0.78545,0.32353,0.31879,0.18409,0.3995,0.22953,2
0.5336,0.24583,9,0,0,0.03422,0.00031,0.03851,0.00158,0.18151,0.17828,0.22533,0.13796,0.75373,0.38471,0.25237,0.22533,0.42128,0.21807,2
0.07115,0.21667,9,0,0,0.04373,0.00159,0.0472,0.00223,0.14588,0.14344,0.18409,0.10756,0.77052,0.34941,0.29222,0.18409,0.44725,0.22116,2
0.29249,0.38333,9,0.33333,0,0.04753,0.00154,0.04224,0.00079,0.1322,0.14749,0.15096,0.09743,0.89739,0.25294,0.31879,0.15096,0.38839,0.28708,2
0.26087,0.44583,9,0,0,0.03802,0.00039,0.05093,0.00309,0.14717,0.14749,0.18115,0.11068,0.78918,0.32941,0.3055,0.18115,0.41688,0.23896,2
0.52174,0.35417,9,0.33333,0,0.03422,0.00103,0.06211,0.00243,0.15259,0.16126,0.18115,0.1138,0.84515,0.30471,0.28843,0.18115,0.40645,0.25408,2
0.11858,0.2125,9,0,0,0.06274,0.00084,0.04099,7e-04,0.14769,0.14992,0.18041,0.11068,0.80224,0.32353,0.30171,0.18041,0.41947,0.23403,2
0.30435,0.4,9,0,0,0.02852,0.00066,0.03602,0.00139,0.1198,0.13371,0.13697,0.08807,0.89179,0.24235,0.34156,0.1377,0.39525,0.29071,2
0.39526,0.2875,9,0,0,0.12167,0.00187,0.06708,0.00279,0.17299,0.17747,0.20913,0.13016,0.8097,0.34588,0.25806,0.20913,0.41209,0.23901,2
0.55336,0.2375,9,0,0,0.04943,0.00102,0.04845,0.00063,0.18952,0.17666,0.24448,0.14341,0.6847,0.44,0.2334,0.24448,0.44565,0.20073,2
0.25692,0.375,9,0.33333,0,0.02471,0.00033,0.04969,0.00047,0.13271,0.14344,0.15611,0.09743,0.86567,0.27529,0.31499,0.15611,0.41027,0.26635,2
0.09881,0.33333,9,0.33333,0,0.06844,0.0022,0.05714,0.00156,0.13762,0.14425,0.16274,0.10444,0.83582,0.28471,0.33017,0.16274,0.39416,0.25046,2
0.91304,0.47917,9,0,0.5,0.08175,0.01198,0.02733,0.00454,0.01059,0.00324,0.02356,0.0039,0.77985,0.19647,0.52941,0.02356,0.96581,0.15728,4
0.89723,0.46667,9,0,0,0.0057,8e-05,0.00994,0.00015,0.00491,0,0.01325,0.00078,0.79851,0.17294,0.54839,0.01325,1,0.1546,4
0.86561,0.45417,9,0,0,0.01331,6e-05,0.0087,5e-05,0.00697,0,0.01988,0,0.78358,0.19529,0.52751,0.01988,1,0.15945,4
0.86957,0.4,9,0,0,0.03992,0.00021,0.01863,0.00025,0.01549,0.00243,0.03535,0.00701,0.73881,0.23059,0.51613,0.03535,0.94709,0.1373,4
0.90909,0.47083,9,0,0,0.11787,0.01509,0.04099,0.00464,0.02091,0.01053,0.03903,0.01169,0.7556,0.22353,0.51044,0.03903,0.89537,0.15533,4
0.88142,0.35,9,0,0,0.04183,0.00048,0.0236,0.00053,0.02453,0.00648,0.04786,0.01715,0.70149,0.24941,0.52372,0.04786,0.88955,0.11671,4
0.94466,0.26667,9,0,0,1,0.75602,0.22857,0.07148,0.26517,0.21718,0.33579,0.23617,0.41791,0.53294,0.35484,0.33579,0.46491,0.12759,4
0.79051,0.45417,9,0.33333,0,0.13498,0.0149,0.08323,0.00694,0.02608,0.01053,0.05081,0.01481,0.71828,0.25647,0.49526,0.05081,0.89305,0.14503,4
0.917,0.35833,9,0,0,0.01331,2e-04,0.01242,0.00015,0.01472,0.00081,0.03682,0.00468,0.73321,0.24118,0.50474,0.03682,0.98413,0.14317,4
0.9249,0.29167,9,0,0,0.04753,0.00042,0.01739,0.00021,0.02427,0.00729,0.04934,0.01403,0.70896,0.25765,0.50285,0.04934,0.88122,0.13364,4
0.88933,0.30417,9,0,0,0.10456,0.00401,0.03975,0.00194,0.03176,0.01135,0.05965,0.02182,0.68284,0.27294,0.50474,0.05965,0.84773,0.12397,4
0.80237,0.4375,9,0,0,0.03612,0.00127,0.0236,0.00104,0.01523,0.00243,0.03387,0.00779,0.74067,0.22471,0.52372,0.03387,0.96142,0.13348,4
0.88933,0.4125,9,0,0,0.01141,9e-05,0.01118,0.00015,0.01162,0.00081,0.02946,0.00312,0.7556,0.22,0.51613,0.02946,0.97778,0.14911,4
0.89328,0.24167,9,0,0,0.12357,0.04631,0.09689,0.02626,0.0772,0.05024,0.10604,0.07249,0.62313,0.28824,0.5408,0.10604,0.60428,0.0944,4
0.94862,0.525,9,0,0.5,0.14639,0.01884,0.08571,0.02705,0.03486,0.01864,0.05965,0.02416,0.71082,0.25882,0.49905,0.05965,0.83748,0.14273,4
0.9249,0.32083,9,0,0,0.02091,0.00024,0.02112,0.00024,0.01936,0.00324,0.04271,0.01013,0.71642,0.24824,0.51044,0.04271,0.93849,0.13004,4
0.77075,0.34167,9,0,0,0.06084,0.00258,0.03354,0.00067,0.03486,0.01459,0.06186,0.02572,0.68284,0.26941,0.51044,0.06186,0.80862,0.11999,4
0.93281,0.39583,9,0,0,0.03232,0.00015,0.01863,0.00034,0.01678,0.00324,0.0405,0.00468,0.73507,0.24941,0.48956,0.0405,0.94048,0.15295,4
0.81423,0.35833,9,0,0,0.03042,0.00066,0.01739,0.00034,0.01833,0.00405,0.03903,0.01013,0.72948,0.23529,0.51803,0.03903,0.91534,0.13013,4
